sat,tothrs,colgpa,verbmath,hsize,hsrank,hsperc,female,white,black,hsizesq,athlete
1020,18,3.4400001,.85455,2.34,7,2.9914529,1,1,0,5.4755998,No
1130,17,.94,.98246002,2.34,13,5.5555553,0,1,0,5.4755998,No
970,17,2.29,.97959,2.34,24,10.256411,1,1,0,5.4755998,No
1320,14,3.8499999,.85914999,2.34,3,1.2820513,0,1,0,5.4755998,No
780,73,3.47,.81395,2.57,6,2.3346303,0,1,0,6.6048999,No
1130,14,0,1.0178601,2.34,88,37.606838,0,1,0,5.4755998,No
820,19,2.3099999,1.05,2.34,148,63.247864,0,1,0,5.4755998,no
1190,99,2.74,1.01695,2.57,11,4.2801557,0,1,0,6.6048999,no
800,111,2.6099999,1.66667,2.57,42,16.342413,1,1,0,6.6048999,No
850,87,2.79,.77082998,2.22,22,9.9099102,1,1,0,4.9284,No
990,84,3.72,.83332998,2.22,11,4.9549551,1,1,0,4.9284,No
940,84,2.5999999,.95832998,2.22,33,14.864865,1,1,0,4.9284,No
1170,43,3.48,1.0526299,2.57,6,2.3346303,1,1,0,6.6048999,no
960,81,2.49,1.04255,2.22,36,16.216217,0,1,0,4.9284,No
760,12,2.25,.76744002,2.34,36,15.384615,1,1,0,5.4755998,No
1140,118,2.78,1.1509399,2.57,5,1.9455253,0,1,0,6.6048999,no
1140,75,3.1199999,1.0727299,2.22,20,9.0090094,0,1,0,4.9284,no
880,18,1.9400001,.75999999,2.34,21,8.9743586,1,1,0,5.4755998,No
860,127,1.79,1.45714,2.57,66,25.680933,1,1,0,6.6048999,No
1020,18,2.1600001,1.08163,2.34,26,11.111111,0,1,0,5.4755998,No
1150,75,2.2,.91667002,2.22,18,8.1081085,0,1,0,4.9284,no
1100,56,2.78,.77419001,2.57,35,13.618677,1,1,0,6.6048999,No
1050,53,3,.75,2.57,24,9.338521,0,1,0,6.6048999,No
1190,94,2.4100001,.85938001,2.41,7,2.9045644,0,1,0,5.8081002,No
960,86,2.3399999,1.28571,2.09,54,25.83732,1,1,0,4.3681002,No
1140,18,1.5,1.03571,2.34,25,10.683761,1,1,0,5.4755998,No
1070,17,2.76,.75410002,2.34,30,12.820513,0,1,0,5.4755998,No
980,93,2.26,1.0851099,2.09,18,8.6124401,0,1,0,4.3681002,No
1060,15,.93000001,1.03846,2.34,64,27.350428,1,1,0,5.4755998,no
870,123,2.01,1.12195,2.28,26,11.403509,1,1,0,5.1984,No
990,17,2.8800001,.90385002,2.34,11,4.7008548,1,1,0,5.4755998,no
1000,17,3.05,.96078002,2.34,41,17.521368,0,1,0,5.4755998,no
1140,17,1.58,.89999998,2.34,44,18.803419,0,1,0,5.4755998,No
1150,18,1.88,.94915003,2.34,35,14.957265,0,1,0,5.4755998,No
1090,14,2.4200001,1.22449,2.34,25,10.683761,1,1,0,5.4755998,N
1200,79,2.6300001,1.06897,2.09,4,1.9138756,1,1,0,4.3681002,no
1350,97,3.29,.84931999,2.41,4,1.6597511,0,1,0,5.8081002,No
960,13,1.6900001,1.13333,2.34,47,20.08547,1,1,0,5.4755998,N
1020,113,3.47,.72881001,2.41,3,1.2448133,0,1,0,5.8081002,No
1010,15,3.1300001,1.06122,2.34,16,6.8376069,1,1,0,5.4755998,No
1030,16,3.3099999,1.1020401,2.34,23,9.8290596,0,1,0,5.4755998,N
960,88,2.0899999,1,2.09,26,12.440191,0,1,0,4.3681002,N
1160,83,2.72,.87097001,2.09,14,6.6985645,0,1,0,4.3681002,No
940,91,2.5,.80769002,2.41,16,6.6390042,0,1,0,5.8081002,No
820,61,3.1099999,.90697998,2,37,18.5,1,1,0,4,No
1000,16,3.1199999,.88678998,2.34,34,14.529915,1,1,0,5.4755998,No
1350,17,3.23,.92856997,2.34,31,13.247863,0,1,0,5.4755998,No
990,14,2.21,.73684001,2.34,20,8.5470085,1,1,0,5.4755998,No
1030,17,2.4100001,.77586001,2.34,29,12.393163,0,1,0,5.4755998,No
890,49,2.53,.81633002,2,89,44.5,0,1,0,4,No
950,18,2.55,.86274999,2.04,30,14.705882,1,1,0,4.1616001,N
1150,12,2.0799999,.79688001,2.34,50,21.367521,0,1,0,5.4755998,No
1020,57,2.75,.85455,2,4,2,0,1,0,4,No
970,102,2.26,.76363999,2.41,13,5.3941908,1,1,0,5.8081002,No
940,13,2.0699999,.74074,2.34,80,34.188034,0,1,0,5.4755998,no
1070,87,2.5999999,.84482998,1.27,25,19.68504,0,1,0,1.6129,Yes
1090,54,3.1600001,.67692,1.37,6,4.3795619,1,1,0,1.8769,No
1260,49,4,.82608998,1.37,4,2.919708,0,1,0,1.8769,No
940,112,2.9100001,1.08889,1.21,66,54.545456,0,1,0,1.4641,No
1080,57,2.24,.96363997,1.37,17,12.408759,0,1,0,1.8769,N
1260,18,4,1,1.27,19,14.960629,0,1,0,1.6129,No
1040,19,3.4200001,1.03922,1.28,5,3.90625,1,1,0,1.6384,N
1120,48,2.54,.83607,1.37,10,7.2992702,0,1,0,1.8769,No
880,18,2.1099999,.54386002,1.28,69,53.90625,0,1,0,1.6384,no
1130,76,3.96,.85246003,1.27,1,.78740156,0,1,0,1.6129,No
1040,47,2.78,.89091003,1.37,18,13.138686,0,1,0,1.8769,No
930,53,3.52,.57626998,1.37,7,5.109489,1,1,0,1.8769,No
800,19,1.84,.86047,.86,6,6.9767442,0,0,1,.7396,No
690,115,2.5699999,.60465002,.79,12,15.189874,0,0,1,.62410003,yes
800,16,2.1800001,1,1.34,5,3.7313433,1,0,1,1.7956001,No
990,101,2.6700001,.90385002,1.22,1,.81967211,1,0,1,1.4884,No
1200,16,2.5,1.0339,.46,3,6.521739,0,1,0,.21160001,No
790,44,2,.68085003,.41,15,36.585365,0,1,0,.1681,No
1210,51,2.6400001,.98360997,.41,1,2.4390244,0,1,0,.1681,no
1060,92,1.86,1.12,.45,23,51.111111,1,1,0,.2025,no
1130,17,1.8200001,.94827998,.46,8,17.391304,0,1,0,.21160001,No
1030,104,2.8399999,1.01961,.23,9,39.130436,1,1,0,.052900001,no
810,43,2.3399999,.97561002,.26,5,19.23077,1,1,0,.067599997,No
830,19,2.3099999,.93023002,.35,20,57.142857,0,1,0,.1225,N
900,73,2.5,1.04545,.2,4,20,1,1,0,.039999999,No
970,115,2.1300001,.94,.23,8,34.782608,0,1,0,.052900001,No
1020,120,3.46,.78947002,.22,3,13.636364,1,1,0,.0484,No
1090,41,2.29,1.0566,.26,4,15.384615,0,1,0,.067599997,No
1020,112,3.23,.85455,3.73,56,15.013405,0,1,0,13.9129,No
1070,101,2.53,.87718999,3.73,83,22.25201,0,1,0,13.9129,N
980,15,3,.68966001,4.15,130,31.325302,0,1,0,17.2225,N
1090,92,2.22,.84745997,3.73,73,19.571045,1,1,0,13.9129,No
790,14,.85000002,.71739,4.15,156,37.590363,0,1,0,17.2225,No
1200,108,2.8900001,.76471001,3.73,34,9.1152811,0,1,0,13.9129,No
1230,14,3.71,.89231002,4.15,9,2.1686747,0,1,0,17.2225,No
1220,13,3.53,.87691998,4.2,4,.95238096,1,1,0,17.639999,No
1390,98,3.5,.95775002,3.73,5,1.3404826,0,1,0,13.9129,No
1030,11,1.27,1.14583,4.15,211,50.843372,0,1,0,17.2225,no
970,116,2.9300001,.79629999,3.73,26,6.9705095,0,1,0,13.9129,No
1300,17,4,.91175997,4.15,2,.48192772,0,1,0,17.2225,no
910,20,2.2,1.21951,4.15,246,59.277107,0,1,0,17.2225,No
860,48,2.5,.91110998,3.9,37,9.4871798,1,1,0,15.21,N
1220,46,2.95,.84847999,3.9,27,6.9230771,0,1,0,15.21,N
1140,117,3,.78125,3.73,62,16.621984,1,1,0,13.9129,N
1050,40,1.87,1.01923,3.9,67,17.179487,0,1,0,15.21,No
1170,39,2.3299999,.77272999,3.9,40,10.256411,0,1,0,15.21,No
1060,73,1.91,.82758999,3.73,124,33.243969,0,1,0,13.9129,No
910,47,3.02,.56897002,3.9,62,15.897436,1,1,0,15.21,No
1000,92,3.0899999,.85184997,4.15,37,8.9156628,0,1,0,17.2225,N
980,72,2.0899999,1,4.15,166,40,0,1,0,17.2225,no
1080,12,2.25,.83051002,4.15,79,19.036144,0,1,0,17.2225,No
850,102,2.26,.97674,3.73,64,17.158176,0,0,1,13.9129,no
990,78,1.88,.67796999,4.15,66,15.903614,0,0,1,17.2225,N
1140,28,3.03,.72727001,3.9,21,5.3846154,1,1,0,15.21,No
1310,45,3.1099999,.74667001,3.9,18,4.6153846,1,1,0,15.21,No
840,17,2.47,.68000001,4.15,74,17.831326,0,1,0,17.2225,No
1320,17,2.9400001,1,4.15,8,1.9277109,0,1,0,17.2225,No
1030,43,1.6900001,.63492,3.9,245,62.820515,0,1,0,15.21,No
990,16,2.8099999,1.25,4.15,77,18.554216,0,1,0,17.2225,no
980,122,2.3499999,.81480998,3.73,71,19.034853,0,1,0,13.9129,no
1010,16,2,.80356997,4.15,32,7.7108436,0,1,0,17.2225,No
1050,10,3.3,.98113,4.15,106,25.54217,1,1,0,17.2225,No
1050,41,2.24,.94444001,3.9,90,23.076923,0,1,0,15.21,No
1120,53,2.5599999,.72307998,3.9,78,20,0,1,0,15.21,No
810,47,2.25,.58824003,3.9,70,17.948717,1,1,0,15.21,No
1010,52,2.5899999,.74137998,3.9,49,12.564102,0,1,0,15.21,no
910,47,2.4000001,.97825998,3.65,67,18.356165,0,1,0,13.3225,No
810,114,2.53,.84091002,4.01,57,14.214464,1,1,0,16.080099,No
1360,74,3.02,.94286001,4.29,4,.93240094,0,1,0,18.4041,no
1010,18,3.1600001,.83635998,4.16,4,.96153843,1,1,0,17.305599,No
1070,88,2.01,.81356001,4.01,75,18.703241,0,1,0,16.080099,no
1090,14,3.8499999,1.0566,4.16,1,.24038461,0,1,0,17.305599,No
1190,46,2.0599999,.75,3.65,9,2.4657533,0,1,0,13.3225,No
1180,41,3.5599999,.71013999,3.65,3,.82191783,1,1,0,13.3225,yes
1200,84,3.0799999,.875,4.29,10,2.3310022,1,1,0,18.4041,No
1100,16,3.3099999,.92982,4.16,10,2.4038463,1,1,0,17.305599,No
1010,16,2,.77192998,4.16,63,15.144231,1,1,0,17.305599,N
1100,46,2.5599999,.89655,3.65,37,10.136987,0,1,0,13.3225,N
890,80,2.4100001,.74510002,.6,5,8.333333,1,1,0,.36000001,no
820,70,1.98,.86364001,.57,3,5.2631578,1,0,1,.3249,No
750,30,1.7,.74418998,.54,5,9.2592592,0,0,1,.29159999,No
970,34,2.1400001,.86537999,.26,18,69.230766,0,1,0,.067599997,No
820,17,2.52,.78261,.32,3,9.375,1,1,0,.1024,no
1050,42,2.28,.94444001,.31,8,25.806452,0,1,0,.096100003,No
930,11,1.09,.60345,.77,15,19.48052,0,1,0,.59289998,No
990,47,2.55,1.10638,.87,18,20.689655,0,0,1,.75690001,No
1050,51,2.98,.875,.34,4,11.764706,1,1,0,.1156,No
950,110,2.22,1.06522,.35,16,45.714287,0,1,0,.1225,no
850,112,3.1199999,.88889003,.35,8,22.857143,0,1,0,.1225,no
1080,47,3.3800001,.77048999,.34,5,14.705882,0,1,0,.1156,No
970,16,4,.86537999,.29,3,10.344828,1,1,0,.084100001,No
910,81,2.9100001,.81999999,.36,2,5.5555553,1,1,0,.1296,No
900,16,.68000001,1,.29,21,72.413795,0,1,0,.084100001,No
870,68,2.3900001,.67308003,.36,18,50,0,1,0,.1296,No
820,90,3.03,.63999999,.35,9,25.714285,0,1,0,.1225,N
940,81,2.3800001,.80769002,.36,9,25,1,1,0,.1296,No
720,75,2.05,.94594997,1.35,21,15.555555,0,1,0,1.8225,no
1180,66,3.3299999,1.0701801,.44,1,2.2727273,1,1,0,.1936,N
1060,79,2.1800001,.70968002,.34,10,29.411764,0,1,0,.1156,No
840,54,2.8800001,.82608998,.29,2,6.8965516,1,1,0,.084100001,No
1150,42,3.8299999,.85483998,1.45,3,2.0689654,0,1,0,2.1025,No
990,55,1.8099999,1.0204099,1.18,28,23.728813,0,1,0,1.3924,No
1130,42,2.1600001,.88332999,1.45,8,5.5172415,1,1,0,2.1025,No
1130,80,2.9100001,1.0545501,1.18,6,5.0847459,0,0,1,1.3924,No
1120,52,2.1500001,.75,1.45,20,13.793103,0,1,0,2.1025,No
770,16,1.1799999,.75,1.43,12,8.3916082,0,1,0,2.0448999,No
960,46,2.5999999,.92000002,1.45,13,8.965517,1,1,0,2.1025,No
1230,18,3.3800001,.83582002,1.43,3,2.0979021,0,1,0,2.0448999,No
680,49,3.75,1.0606101,.25,2,8,1,1,0,.0625,No
1080,60,2.9300001,.92856997,.15,2,13.333333,0,1,0,.022500001,no
1050,51,4,1.2826101,.25,1,4,1,1,0,.0625,N
780,59,2.0999999,.90244001,.15,6,40,0,1,0,.022500001,No
800,108,2.3599999,.73913002,.21,5,23.809525,1,1,0,.044100001,No
910,112,3.0599999,1.06818,.21,1,4.7619047,1,1,0,.044100001,No
1070,94,1.9299999,.87718999,1.91,33,17.277487,0,1,0,3.6480999,no
920,32,1.9,.76923001,2.54,84,33.070866,0,1,0,6.4516001,No
890,17,.94,.97777998,2.24,140,62.5,1,1,0,5.0176001,No
820,42,2.1099999,1.10256,2.54,40,15.748032,1,0,1,6.4516001,no
960,114,3.24,.84614998,1.91,20,10.471204,1,0,1,3.6480999,No
930,47,1.63,.78846002,2.54,89,35.039371,0,1,0,6.4516001,N
1120,18,2.22,.83607,2.11,66,31.279621,1,1,0,4.4520998,No
770,16,2.3099999,1.2647099,2.79,48,17.204302,1,1,0,7.7841001,No
960,119,3.52,.92000002,1.91,7,3.6649215,1,1,0,3.6480999,No
910,105,3.6900001,.71697998,1.91,36,18.848167,0,1,0,3.6480999,No
950,120,1.97,1.31707,1.91,40,20.942408,1,0,1,3.6480999,N
1050,46,3.5,.875,2.54,33,12.992126,0,1,0,6.4516001,No
880,46,1.9299999,.75999999,2.54,127,50,0,1,0,6.4516001,No
970,16,2.1800001,1.02083,2.11,40,18.957346,1,1,0,4.4520998,No
850,48,1.85,.97674,2.54,99,38.976379,0,1,0,6.4516001,No
810,78,2.8699999,.88371998,1.93,12,6.2176166,1,1,0,3.7249,No
930,73,2.4200001,.89796001,1.72,10,5.8139534,1,1,0,2.9584,No
900,79,2.5,1.25,2.53,36,14.229249,1,1,0,6.4008999,No
1320,15,2.0599999,.83332998,2.87,26,9.0592337,0,1,0,8.2369003,No
1090,80,3.1600001,.94643003,2.53,7,2.7667985,1,1,0,6.4008999,No
970,18,2.05,.83019,2.11,23,10.900474,1,1,0,4.4520998,No
630,114,2.27,.80000001,2.46,160,65.040649,0,1,0,6.0516,Yes
1080,132,2.6500001,.74194002,1.91,26,13.612565,1,0,1,3.6480999,no
1180,49,3.02,.87301999,2.54,11,4.3307085,1,1,0,6.4516001,N
1130,16,3.0599999,.76563001,2.11,12,5.6872039,0,1,0,4.4520998,No
850,82,2.71,1.17949,2.53,46,18.181818,1,1,0,6.4008999,No
1050,114,2.6700001,.84210998,1.91,28,14.659686,0,1,0,3.6480999,No
1010,41,1.9,.80356997,2.54,36,14.173228,0,1,0,6.4516001,no
970,114,3.5,.76363999,1.91,39,20.418848,0,1,0,3.6480999,No
1060,122,3.05,1.03846,1.91,22,11.518325,1,1,0,3.6480999,No
880,10,2,.91303998,2.11,85,40.284359,0,1,0,4.4520998,No
1020,77,3.29,.78947002,2.53,10,3.9525692,1,1,0,6.4008999,No
1000,16,2.4300001,1.12766,2.11,34,16.113745,1,1,0,4.4520998,No
1050,30,2,.875,2.54,96,37.795277,0,1,0,6.4516001,no
1120,75,2.6900001,.69696999,2.53,13,5.13834,0,1,0,6.4008999,N
710,12,2,1.44828,2.87,144,50.174217,0,0,1,8.2369003,no
1060,77,2.6400001,1.16327,2.53,27,10.671937,1,1,0,6.4008999,N
1000,40,2.6500001,1.12766,2.87,53,18.4669,1,1,0,8.2369003,no
1200,128,2.1800001,.76471001,1.91,15,7.8534031,0,1,0,3.6480999,no
950,22,2.8599999,.72727001,2.11,6,2.8436019,1,1,0,4.4520998,no
1060,14,1.64,1.03846,2.11,39,18.483412,0,1,0,4.4520998,No
1050,76,2.5999999,.72131002,2.53,16,6.3241105,1,0,1,6.4008999,No
840,12,2.25,.95349002,2.79,68,24.372761,0,1,0,7.7841001,no
1100,41,2.8499999,.89655,2.54,8,3.1496062,0,1,0,6.4516001,N
890,51,2.4100001,.93478,2.53,48,18.972332,0,1,0,6.4008999,No
1070,16,3.4300001,.87718999,2.11,7,3.3175356,0,1,0,4.4520998,No
1100,72,3.1600001,.89655,2.53,3,1.1857708,0,1,0,6.4008999,No
980,45,3.5999999,.95999998,2.54,9,3.5433071,1,1,0,6.4516001,No
930,42,2.04,.82353002,2.54,38,14.960629,0,1,0,6.4516001,No
1060,75,2.5599999,.92727,2.53,40,15.810277,1,0,0,6.4008999,no
990,97,1.71,1.1521699,1.91,82,42.931938,0,1,0,3.6480999,N
1130,12,3.75,1.0178601,2.11,30,14.21801,1,1,0,4.4520998,No
840,17,1.8200001,.78723001,2.54,16,6.2992125,1,1,0,6.4516001,No
880,44,1.9,1.04651,2.54,56,22.047245,0,1,0,6.4516001,no
1050,82,2.3699999,.84210998,2.53,57,22.529644,1,1,0,6.4008999,No
1100,13,1.23,.80328,2.11,58,27.488152,0,1,0,4.4520998,N
920,112,2.5599999,1.04444,1.91,84,43.979057,0,1,0,3.6480999,No
880,121,3.3099999,.75999999,1.91,30,15.706806,1,1,0,3.6480999,no
1080,50,3.8199999,.86207002,2.54,4,1.5748031,0,0,0,6.4516001,N
1030,47,2.97,1.1020401,2.54,14,5.5118113,0,1,0,6.4516001,No
1120,88,1.88,.72307998,2.53,20,7.9051385,0,1,0,6.4008999,No
860,18,1.33,.72000003,2.11,83,39.336494,0,1,0,4.4520998,No
1000,17,2.7,.75439,2.11,12,5.6872039,0,0,0,4.4520998,No
1150,48,3.52,.88524997,2.46,7,2.8455284,1,1,0,6.0516,No
1060,112,2.03,.79661,2.34,90,38.46154,0,1,0,5.4755998,N
1020,119,3.0899999,.88889003,2.92,2,.68493152,1,1,0,8.5263996,no
990,103,3.1300001,.94117999,2.34,23,9.8290596,0,1,0,5.4755998,No
1140,77,3.1500001,.89999998,2.56,24,9.375,0,1,0,6.5535998,No
950,17,2.3499999,1.0212801,2.58,15,5.8139534,1,1,0,6.6564002,No
1170,57,2.8,1.34,2.56,20,7.8125,0,1,0,6.5535998,no
1290,69,3.24,.72000003,2.56,2,.78125,0,1,0,6.5535998,No
1210,45,2.8800001,.72856998,2.46,23,9.3495932,1,1,0,6.0516,No
1100,77,2.6199999,1.03704,2.56,52,20.3125,0,1,0,6.5535998,No
1010,42,2.3499999,.83635998,2.46,46,18.699186,0,1,0,6.0516,No
1400,50,3.74,.91781002,2.46,1,.40650406,0,1,0,6.0516,No
940,61,2.29,.64911997,2.56,58,22.65625,0,1,0,6.5535998,yes
980,68,1.83,.71929997,2.56,36,14.0625,0,0,1,6.5535998,N
1060,83,3.3800001,.79661,2.56,11,4.296875,1,1,0,6.5535998,no
1020,49,2.02,.88889003,2.56,26,10.15625,0,1,0,6.5535998,N
1000,119,2.96,.88678998,2.34,18,7.6923075,1,1,0,5.4755998,No
1070,41,2.8,.81356001,2.46,6,2.4390244,0,1,0,6.0516,No
1270,91,3.9300001,.98438001,2.56,1,.390625,0,1,0,6.5535998,N
1270,83,1.87,.81428999,2.51,31,12.350597,0,1,0,6.3000998,No
1030,115,2.23,.94340003,2.34,29,12.393163,1,1,0,5.4755998,No
1000,14,1,.88678998,2.46,70,28.455284,0,1,0,6.0516,No
1020,78,2.0599999,.85455,2.51,41,16.334661,0,1,0,6.3000998,No
1090,51,3.47,.84745997,2.46,19,7.723577,0,1,0,6.0516,No
960,14,2.78,.92000002,2.46,15,6.0975609,1,1,0,6.0516,No
1020,102,2.6700001,1.04,5.18,45,8.6872587,1,0,0,26.832399,No
1220,79,2.96,1,5.22,52,9.9616861,0,1,0,27.2484,No
1060,16,3.3099999,.79661,4.89,74,15.132924,1,1,0,23.9121,N
1070,16,1.62,.94545001,4.89,39,7.9754601,1,1,0,23.9121,No
920,45,2.04,1,5.84,332,56.849316,0,1,0,34.105598,No
860,93,2.1900001,.86957002,5.18,83,16.023167,1,1,0,26.832399,No
1020,108,3.27,.96153998,5.18,17,3.2818532,0,1,0,26.832399,No
1140,45,2.8599999,1,5.56,36,6.4748201,0,1,0,30.913601,No
1070,12,2,.81356001,4.89,384,78.527611,1,1,0,23.9121,N
1140,50,3.6600001,.83871001,5.56,10,1.7985611,1,1,0,30.913601,No
1190,18,2.4400001,1.125,4.89,140,28.629856,1,1,0,23.9121,N
1050,16,2.1800001,1.01923,4.89,117,23.92638,1,1,0,23.9121,No
930,47,2.4000001,.9375,4.77,163,34.171909,0,1,0,22.752899,No
1070,78,1.88,.87718999,5.22,99,18.965517,0,1,0,27.2484,No
1340,49,2.95,1,4.77,26,5.4507337,0,1,0,22.752899,No
950,78,2.3800001,.69643003,5.22,49,9.3869734,1,1,0,27.2484,No
1040,37,2.9400001,.73333001,4.77,40,8.3857441,0,1,0,22.752899,No
890,15,2.53,.77999997,4.89,113,23.108385,1,1,0,23.9121,N
1080,71,2.1400001,.77048999,5.22,45,8.6206894,0,0,1,27.2484,No
900,102,2.79,1.19512,5.18,22,4.2471042,1,1,0,26.832399,No
880,18,2.55,1.14634,4.89,75,15.337423,1,1,0,23.9121,No
1030,120,2.76,.90741003,5.18,60,11.583012,1,1,0,26.832399,N
1270,93,3.3800001,.92423999,5.18,35,6.7567568,0,1,0,26.832399,No
780,17,2,.625,5.91,128,21.658207,0,0,0,34.928101,No
1060,123,2.1099999,.89286,5.18,174,33.590733,0,1,0,26.832399,No
850,18,1.05,.88889003,5.18,289,55.791504,0,1,0,26.832399,N
930,48,1.72,.86000001,4.77,169,35.429768,0,1,0,22.752899,no
1180,43,2.53,.84375,4.77,17,3.5639412,0,1,0,22.752899,No
880,13,2.0699999,1.14634,4.89,67,13.701431,0,1,0,23.9121,no
960,15,3.0599999,.92000002,4.89,99,20.245399,0,1,0,23.9121,No
1010,106,2.6199999,.98039001,5.18,24,4.6332045,1,1,0,26.832399,N
1370,83,3.3699999,.85135001,5.22,2,.38314176,0,1,0,27.2484,N
1300,80,3.6700001,.75676,5.22,11,2.1072798,0,1,0,27.2484,N
950,110,2.8699999,1.375,5.18,53,10.23166,1,1,0,26.832399,No
940,112,2.73,.95832998,5.18,103,19.884171,0,1,0,26.832399,No
980,14,2.71,1.0851099,4.89,89,18.200409,0,1,0,23.9121,no
1180,17,2.1700001,.90323001,4.89,101,20.654396,0,1,0,23.9121,No
980,79,3.05,.95999998,5.22,63,12.068966,1,1,0,27.2484,No
910,13,3.0699999,.81999999,4.89,145,29.652351,0,1,0,23.9121,no
910,40,2.3499999,.81999999,4.77,125,26.20545,0,1,0,22.752899,no
1220,76,2.77,.96774,5.22,13,2.4904215,0,1,0,27.2484,no
1250,86,2.3199999,1.01613,5.22,75,14.367816,0,1,0,27.2484,No
870,28,2.0699999,.74000001,4.77,116,24.318659,1,0,1,22.752899,No
980,16,3.75,1.04167,4.89,33,6.7484665,1,1,0,23.9121,No
1090,42,3.0699999,.87931001,4.77,5,1.048218,0,1,0,22.752899,no
1110,18,3.22,.94736999,5.91,10,1.6920474,0,1,0,34.928101,Yes
950,38,2.1800001,.79245001,5.84,300,51.369862,0,1,0,34.105598,No
1050,16,1.6799999,.69354999,4.89,198,40.490799,1,1,0,23.9121,no
820,15,2.53,.70832998,5.51,133,24.137932,1,1,0,30.3601,N
1010,16,3.3099999,1.29545,.1,3,30,1,1,0,.0099999998,No
1020,105,2,.72881001,7.21,327,45.353676,0,1,0,51.9841,No
1180,40,1.95,.73528999,5.88,164,27.891157,0,1,0,34.574402,No
1270,49,2.8099999,.98438001,5.88,8,1.3605442,0,1,0,34.574402,No
1200,43,2.53,.93548,5.88,77,13.095238,1,1,0,34.574402,no
890,75,2.6500001,.81633002,6.05,111,18.347107,0,1,0,36.602501,No
1300,130,1.99,.91175997,6.98,57,8.1661892,0,1,0,48.720402,no
1160,41,1.97,.96609998,5.88,60,10.204082,0,1,0,34.574402,N
1000,47,3.23,1.17391,5.88,189,32.142857,0,1,0,34.574402,No
1170,68,2.3299999,.91803002,6.05,102,16.859505,0,1,0,36.602501,No
1290,85,2.22,.95455003,6.98,58,8.3094559,0,1,0,48.720402,N
870,50,2.96,1.28947,5.88,111,18.87755,1,1,0,34.574402,No
980,50,3.3199999,.88462001,5.88,75,12.755102,1,1,0,34.574402,No
940,17,2.6400001,.88,5.51,153,27.767694,1,1,0,30.3601,No
1030,111,3.3499999,.77586001,6.98,49,7.0200572,1,1,0,48.720402,No
1130,41,2.8199999,.71212,5.88,49,8.333333,0,1,0,34.574402,No
1210,14,3.78,.98360997,5.51,19,3.4482758,1,1,0,30.3601,No
1250,17,3.29,.66667002,5.51,29,5.2631578,0,1,0,30.3601,No
1020,111,1.84,.61905003,6.98,142,20.34384,0,1,0,48.720402,No
1080,98,2.26,1,6.98,166,23.782234,0,1,0,48.720402,No
1080,121,2.8599999,.89473999,6.98,33,4.7277937,1,1,0,48.720402,no
1160,16,3.6199999,.75757998,5.51,95,17.241379,0,1,0,30.3601,No
1110,59,3.22,.91378999,6.05,6,.99173552,1,1,0,36.602501,no
1100,14,2.5,.80328,5.51,131,23.774954,0,1,0,30.3601,No
1330,10,2.9000001,.98506999,5.51,52,9.4373865,0,1,0,30.3601,no
1040,16,1.5,.73333001,5.51,269,48.820328,0,1,0,30.3601,no
920,19,2.8399999,.91667002,5.51,90,16.333939,0,1,0,30.3601,No
1170,75,2.24,1.01724,6.05,209,34.545456,0,1,0,36.602501,N
910,77,2.28,.68519002,6.05,109,18.016529,0,1,0,36.602501,no
1040,44,3.45,.76270998,5.88,80,13.605442,0,1,0,34.574402,No
1030,15,3.26,.66128999,5.51,262,47.549908,0,0,1,30.3601,No
1060,13,2.6900001,.82758999,5.51,85,15.426497,0,1,0,30.3601,No
810,116,2.79,.88371998,8.039999999999999,145,18.034826,0,1,0,64.641602,No
980,98,2.48,.95999998,6.98,94,13.467049,1,1,0,48.720402,no
1000,115,1.79,.81818002,6.98,91,13.03725,1,1,0,48.720402,N
1230,17,2.9400001,.98387003,5.51,88,15.970962,0,1,0,30.3601,No
1060,79,2.46,.89286,6.05,68,11.23967,1,1,0,36.602501,no
1270,70,1.97,.73973,6.05,97,16.033058,0,1,0,36.602501,No
1080,39,1.35,.96363997,6.05,253,41.81818,0,1,0,36.602501,No
930,48,1.83,.75471997,5.88,215,36.564625,0,1,0,34.574402,No
900,91,2.8499999,.80000001,6.05,65,10.743802,0,1,0,36.602501,No
840,103,2.0599999,.95349002,6.98,154,22.063038,1,1,0,48.720402,no
890,127,2.02,.81633002,6.9,420,60.869564,0,0,1,47.610001,Yes
1030,44,2.6800001,1.01961,5.88,67,11.394558,1,1,0,34.574402,No
1080,48,2.04,.80000001,5.88,119,20.238094,0,1,0,34.574402,No
730,17,2.29,.82499999,5.51,253,45.916515,0,1,0,30.3601,no
1130,14,2.0699999,.85246003,5.51,168,30.490019,0,1,0,30.3601,No
1160,41,1.65,.68115997,5.88,63,10.714286,0,1,0,34.574402,N
960,11,3.0899999,.71429002,5.51,80,14.519056,0,1,0,30.3601,No
1090,17,2.6400001,.60294002,6.4,140,21.875,0,1,0,40.959999,No
1130,48,3.3499999,.71212,5.88,17,2.8911564,0,1,0,34.574402,No
1030,15,3.2,.77586001,5.51,73,13.248639,0,1,0,30.3601,No
920,122,1.9400001,1,1.1,4,3.6363637,1,0,1,1.21,No
960,113,3.23,.88235003,.35,5,14.285714,1,1,0,.1225,No
870,15,3.3299999,.97727001,.24,3,12.5,1,1,0,.057599999,no
1040,61,2.6700001,.85714,.15,6,40,0,1,0,.022500001,No
